learner_id,step,skill,item_id,difficulty,label,hidden_prob,bkt_pred,elo_pred
L017,4,counting,CX008,5.0,1,0.4662,0.7429,0.4571
L017,5,number_sense,NX008,6.0,0,0.4205,0.1755,0.426
L017,6,number_sense,N001,3.0,0,0.5272,0.1428,0.5615
L017,7,number_sense,NX009,6.0,0,0.4112,0.138,0.393
L017,8,number_sense,NX007,5.0,1,0.4532,0.1373,0.4286
L017,9,subtraction,S002,6.0,0,0.5684,0.35,0.3989
L017,10,subtraction,SX009,7.0,0,0.4853,0.1755,0.3392
L017,11,subtraction,S001,4.0,1,0.6134,0.1428,0.4727
L017,12,word_problem,WX006,6.0,0,0.4033,0.35,0.3919
L017,13,word_problem,WX004,5.0,1,0.4362,0.1755,0.4275
L017,14,addition,AX004,4.0,0,0.5617,0.3535,0.4972
L017,15,addition,A001,3.0,0,0.6079,0.1763,0.5303
L017,16,addition,A002,5.0,0,0.5111,0.1429,0.4122
L017,17,addition,AX004,4.0,0,0.5524,0.138,0.4476
L017,18,addition,AX008,6.0,0,0.5469,0.1373,0.3374
L017,19,addition,A003,8.0,0,0.4364,0.1372,0.2452
L017,20,addition,A003,8.0,1,0.4931,0.1372,0.2389
L017,21,addition,AX008,6.0,1,0.6056,0.4871,0.3429
L017,22,number_sense,NX008,6.0,1,0.5229,0.4872,0.3636
L017,23,subtraction,SX006,6.0,0,0.6137,0.497,0.3842
L018,0,word_problem,W002,8.0,0,0.3779,0.35,0.3212
L018,1,addition,A001,3.0,1,0.6164,0.35,0.5535
L018,2,number_sense,NX004,4.0,1,0.5329,0.35,0.5187
L018,3,number_sense,NX001,2.0,1,0.5995,0.7429,0.6328
L018,4,counting,CX007,4.0,0,0.6046,0.35,0.5479
L018,5,counting,CX007,4.0,1,0.5559,0.1755,0.5291
L018,6,word_problem,WX008,7.0,1,0.3817,0.1755,0.3958
L018,7,subtraction,S003,9.0,0,0.3377,0.35,0.3225
L018,8,subtraction,SX007,6.0,1,0.503,0.1755,0.4545
L018,9,counting,CX006,4.0,1,0.6164,0.5505,0.5734
L018,10,subtraction,SX009,7.0,1,0.4823,0.5505,0.4379
L018,11,word_problem,WX003,4.0,0,0.5964,0.5505,0.6064
L018,12,word_problem,WX002,4.0,1,0.589,0.2368,0.5863
L018,13,word_problem,WX006,6.0,1,0.6086,0.6328,0.5007
L018,14,addition,AX008,6.0,0,0.6181,0.7429,0.5179
L018,15,addition,AX005,4.0,0,0.6839,0.3535,0.5994
L018,16,addition,AX006,5.0,0,0.6396,0.1763,0.5297
L018,17,addition,AX001,2.0,1,0.7765,0.1429,0.657
L018,18,addition,AX002,3.0,1,0.7415,0.4972,0.6215
L018,19,addition,AX003,3.0,1,0.8417,0.8385,0.6337
L018,20,counting,CX007,4.0,1,0.741,0.8648,0.5981
L018,21,subtraction,S003,9.0,0,0.4751,0.8648,0.3648
L018,22,subtraction,S003,9.0,1,0.5297,0.511,0.3532
L018,23,subtraction,SX001,3.0,0,0.7986,0.8457,0.6667
L019,0,counting,CX004,3.0,1,0.6662,0.35,0.5644
L019,1,counting,CX010,6.0,0,0.6553,0.7429,0.4292
L019,2,number_sense,N001,3.0,0,0.3619,0.35,0.5646
L019,3,number_sense,NX010,7.0,0,0.2465,0.1755,0.3489
L019,4,counting,C001,1.0,0,0.8088,0.3535,0.631
L019,5,number_sense,NX007,5.0,0,0.3642,0.1428,0.4118
L019,6,number_sense,NX005,4.0,1,0.3428,0.138,0.4472
L019,7,counting,CX003,2.0,1,0.773,0.1763,0.5665
L019,8,addition,AX008,6.0,0,0.2864,0.35,0.3826
L019,9,addition,A002,5.0,0,0.3348,0.1755,0.4183
L019,10,addition,AX006,5.0,0,0.2792,0.1428,0.4043
L019,11,addition,AX001,2.0,1,0.4504,0.138,0.5401
L019,12,subtraction,S001,4.0,1,0.3286,0.35,0.4555
L019,13,word_problem,WX005,5.0,0,0.2667,0.35,0.4244
L019,14,word_problem,WX007,6.0,1,0.3047,0.1755,0.3624
L019,15,number_sense,NX007,5.0,0,0.4025,0.4885,0.4316
L019,16,number_sense,NX007,5.0,1,0.4133,0.2139,0.417
L019,17,addition,AX005,4.0,0,0.3864,0.4885,0.4868
L019,18,addition,AX003,3.0,1,0.4482,0.2139,0.5203
L019,19,word_problem,W002,8.0,0,0.2443,0.5505,0.2974
L019,20,word_problem,WX009,7.0,0,0.27,0.2368,0.3319
L019,21,word_problem,WX004,5.0,1,0.3524,0.1529,0.4152
L019,22,word_problem,WX004,5.0,1,0.4668,0.5144,0.435
L019,23,counting,CX009,5.0,1,0.7555,0.5517,0.4543
L020,0,addition,AX001,2.0,0,0.1664,0.35,0.6131
L020,1,counting,CX004,3.0,1,0.5437,0.35,0.5435
L020,2,word_problem,WX006,6.0,0,0.2799,0.35,0.4093
L020,3,number_sense,NX003,3.0,0,0.6055,0.35,0.5451
L020,4,addition,AX002,3.0,0,0.1478,0.1755,0.5264
L020,5,addition,AX004,4.0,0,0.1723,0.1428,0.4579
L020,6,addition,AX004,4.0,0,0.15,0.138,0.4423
L020,7,addition,AX009,6.0,0,0.1027,0.1373,0.3327
L020,8,addition,AX006,5.0,1,0.1292,0.1372,0.3681
L020,9,number_sense,NX005,4.0,0,0.5582,0.1755,0.4374
L020,10,number_sense,NX001,2.0,1,0.6755,0.1428,0.5227
L020,11,word_problem,W002,8.0,0,0.2258,0.1755,0.2588
L020,12,word_problem,WX006,6.0,0,0.3278,0.1428,0.3352
L020,13,word_problem,WX010,8.0,0,0.2551,0.138,0.2434
L020,14,word_problem,WX010,8.0,0,0.2992,0.1373,0.2373
L020,15,word_problem,WX005,5.0,0,0.3666,0.1372,0.3552
L020,16,word_problem,W001,6.0,0,0.3256,0.1372,0.3001
L020,17,word_problem,WX004,5.0,0,0.4057,0.1372,0.3348
L020,18,word_problem,WX001,3.0,1,0.5208,0.1372,0.4183
L020,19,subtraction,SX007,6.0,1,0.505,0.35,0.2986
L020,20,addition,A003,8.0,0,0.0682,0.4871,0.2387
L020,21,addition,AX003,3.0,0,0.2768,0.2134,0.4537
L020,22,addition,A001,3.0,0,0.3063,0.1489,0.4382
L020,23,addition,AX003,3.0,0,0.2976,0.1388,0.4234
L021,0,counting,C001,1.0,1,0.5632,0.35,0.6597
L021,1,subtraction,SX006,6.0,0,0.3842,0.35,0.426
L021,2,subtraction,SX001,3.0,1,0.5694,0.1755,0.5615
L021,3,subtraction,SX001,3.0,0,0.5595,0.5505,0.5763
L021,4,subtraction,S003,9.0,0,0.4216,0.2368,0.2728
L021,5,subtraction,S002,6.0,0,0.5296,0.1529,0.398
L021,6,subtraction,SX003,4.0,0,0.5982,0.1394,0.4835
L021,7,subtraction,SX006,6.0,0,0.5281,0.1375,0.3692
L021,8,subtraction,S003,9.0,0,0.4467,0.1372,0.2331
L021,9,subtraction,SX008,7.0,1,0.4837,0.1372,0.3057
L021,10,number_sense,NX002,3.0,1,0.4174,0.35,0.5203
L021,11,addition,A003,8.0,0,0.1728,0.35,0.2974
L021,12,addition,AX003,3.0,1,0.3831,0.1755,0.5266
L021,13,word_problem,WX007,6.0,0,0.1451,0.35,0.3935
L021,14,word_problem,W002,8.0,0,0.0995,0.1755,0.2912
L021,15,word_problem,WX010,8.0,0,0.1231,0.1428,0.2829
L021,16,word_problem,WX005,5.0,1,0.2656,0.138,0.4098
L021,17,subtraction,SX003,4.0,1,0.6861,0.4871,0.4796
L021,18,word_problem,WX009,7.0,1,0.2312,0.4885,0.3511
L021,19,addition,AX006,5.0,1,0.38,0.5505,0.4696
L021,20,counting,CX001,1.0,0,0.599,0.7429,0.6808
L021,21,counting,C001,1.0,1,0.6409,0.3535,0.6601
L021,22,number_sense,NX003,3.0,1,0.4808,0.7429,0.5763
L021,23,counting,CX010,6.0,0,0.4774,0.7457,0.4407
L022,0,addition,A003,8.0,0,0.05,0.35,0.3212
L022,1,counting,CX007,4.0,0,0.4176,0.35,0.5033
L022,2,word_problem,WX001,3.0,1,0.6775,0.35,0.5362
L022,3,word_problem,WX004,5.0,1,0.7212,0.7429,0.4517
L022,4,counting,C002,2.0,0,0.45,0.1755,0.6193
L022,5,counting,CX008,5.0,1,0.3725,0.1428,0.4493
L022,6,addition,AX007,5.0,0,0.1106,0.1755,0.4682
L022,7,addition,AX005,4.0,0,0.1934,0.1428,0.5023
L022,8,addition,AX008,6.0,0,0.1388,0.138,0.3863
L022,9,addition,AX008,6.0,0,0.1048,0.1373,0.3737
L022,10,addition,AX009,6.0,0,0.0871,0.1372,0.3617
L022,11,addition,AX005,4.0,0,0.1995,0.1372,0.4464
L022,12,addition,A003,8.0,0,0.0573,0.1372,0.253
L022,13,addition,AX009,6.0,0,0.1914,0.1372,0.3286
L022,14,addition,AX004,4.0,0,0.2028,0.1372,0.4117
L022,15,addition,AX006,5.0,0,0.1758,0.1372,0.3508
L022,16,addition,A002,5.0,0,0.1987,0.1372,0.3399
L022,17,addition,A002,5.0,0,0.1914,0.1372,0.3294
L022,18,addition,AX007,5.0,0,0.2308,0.1372,0.3194
L022,19,addition,A003,8.0,0,0.1674,0.1372,0.197
L022,20,addition,AX009,6.0,0,0.2073,0.1372,0.2632
L022,21,addition,AX005,4.0,0,0.342,0.1372,0.3402
L022,22,addition,AX002,3.0,1,0.3471,0.1372,0.3756
L022,23,number_sense,NX005,4.0,0,0.2659,0.35,0.349
L023,0,subtraction,SX002,4.0,0,0.3949,0.35,0.5144
L023,1,subtraction,S003,9.0,0,0.2575,0.1755,0.2649
L023,2,subtraction,SX003,4.0,1,0.3756,0.1428,0.4875
L023,3,word_problem,WX002,4.0,1,0.6134,0.35,0.5052
L023,4,subtraction,SX006,6.0,0,0.398,0.497,0.4222
L023,5,subtraction,SX007,6.0,1,0.4264,0.2167,0.408
L023,6,counting,C002,2.0,0,0.2856,0.35,0.6261
L023,7,counting,CX004,3.0,0,0.2737,0.1755,0.5566
L023,8,counting,CX001,1.0,0,0.325,0.1428,0.635
L023,9,counting,CX007,4.0,1,0.2173,0.138,0.4654
L023,10,number_sense,NX010,7.0,0,0.1884,0.35,0.3387
L023,11,number_sense,NX006,5.0,0,0.2537,0.1755,0.4224
L023,12,number_sense,NX001,2.0,0,0.383,0.1428,0.558
L023,13,number_sense,NX001,2.0,0,0.3982,0.138,0.5389
L023,14,number_sense,NX003,3.0,0,0.3892,0.1373,0.4701
L023,15,number_sense,NX007,5.0,0,0.3243,0.1372,0.3571
L023,16,number_sense,NX003,3.0,1,0.3997,0.1372,0.4417
L023,17,addition,AX003,3.0,0,0.1742,0.35,0.4608
L023,18,addition,AX007,5.0,0,0.0849,0.1755,0.3489
L023,19,addition,AX009,6.0,0,0.0857,0.1428,0.2945
L023,20,addition,AX002,3.0,0,0.2277,0.138,0.4232
L023,21,addition,AX007,5.0,0,0.1365,0.1373,0.3162
L023,22,addition,AX007,5.0,0,0.1388,0.1372,0.3069
L023,23,addition,AX009,6.0,0,0.1249,0.1372,0.2576
L024,0,counting,CX006,4.0,1,0.1688,0.35,0.5144
L024,1,number_sense,NX005,4.0,0,0.5036,0.35,0.5311
L024,2,subtraction,SX009,7.0,0,0.5771,0.35,0.3651
L024,3,word_problem,WX002,4.0,0,0.1658,0.35,0.5002
L024,4,subtraction,SX006,6.0,0,0.5941,0.1755,0.3843
L024,5,subtraction,SX005,5.0,1,0.6819,0.1428,0.42
L024,6,number_sense,NX004,4.0,0,0.5275,0.1755,0.4897
L024,7,number_sense,NX009,6.0,0,0.4649,0.1428,0.3748
L024,8,number_sense,NX008,6.0,0,0.4622,0.138,0.3627
L024,9,number_sense,NX003,3.0,1,0.5831,0.1373,0.4977
L024,10,word_problem,WX003,4.0,0,0.1926,0.1755,0.4647
L024,11,word_problem,WX010,8.0,0,0.0573,0.1428,0.2667
L024,12,word_problem,WX004,5.0,0,0.1608,0.138,0.3908
L024,13,word_problem,WX010,8.0,0,0.05,0.1373,0.2493
L024,14,word_problem,WX009,7.0,0,0.1094,0.1372,0.2819
L024,15,word_problem,WX005,5.0,0,0.2114,0.1372,0.3609
L024,16,word_problem,WX001,3.0,0,0.2492,0.1372,0.4457
L024,17,word_problem,WX010,8.0,0,0.0673,0.1372,0.2163
L024,18,word_problem,WX009,7.0,0,0.1265,0.1372,0.2468
L024,19,word_problem,WX002,4.0,1,0.2872,0.1372,0.367
L024,20,addition,AX006,5.0,0,0.0946,0.35,0.3409
L024,21,addition,AX007,5.0,0,0.1082,0.1755,0.3304
L024,22,addition,A001,3.0,0,0.1825,0.1428,0.4136
L024,23,addition,AX008,6.0,0,0.0526,0.138,0.2669
L025,0,number_sense,NX005,4.0,0,0.3907,0.35,0.5144
L025,1,subtraction,SX005,5.0,0,0.1545,0.35,0.4465
L025,2,addition,AX003,3.0,1,0.5215,0.35,0.5315
L025,3,counting,CX009,5.0,0,0.2641,0.35,0.4472
L025,4,counting,CX001,1.0,0,0.4016,0.1755,0.63
L025,5,counting,C001,1.0,1,0.4579,0.1428,0.6095
L025,6,number_sense,NX006,5.0,0,0.3283,0.1755,0.4239
L025,7,number_sense,NX003,3.0,1,0.4636,0.1428,0.5094
L025,8,subtraction,SX007,6.0,0,0.1257,0.1755,0.3778
L025,9,subtraction,SX003,4.0,0,0.1802,0.1428,0.463
L025,10,subtraction,SX006,6.0,0,0.1394,0.138,0.3509
L025,11,subtraction,S003,9.0,0,0.0706,0.1373,0.2196
L025,12,subtraction,SX001,3.0,0,0.2872,0.1372,0.4776
L025,13,subtraction,SX009,7.0,0,0.1292,0.1372,0.2766
L025,14,subtraction,S003,9.0,0,0.05,0.1372,0.1974
L025,15,subtraction,SX002,4.0,0,0.2629,0.1372,0.3959
L025,16,subtraction,S003,9.0,0,0.1014,0.1372,0.1847
L025,17,subtraction,SX004,5.0,0,0.2686,0.1372,0.3309
L025,18,subtraction,S002,6.0,1,0.2095,0.1372,0.2786
L025,19,word_problem,WX001,3.0,0,0.7069,0.35,0.4385
L025,20,word_problem,W001,6.0,1,0.5946,0.1755,0.2865
L025,21,subtraction,SX002,4.0,1,0.3838,0.4871,0.3987
L025,22,counting,CX010,6.0,1,0.309,0.497,0.325
L025,23,number_sense,NX004,4.0,1,0.4739,0.497,0.4416
L026,0,addition,AX009,6.0,0,0.2376,0.35,0.4145
L026,1,addition,AX003,3.0,1,0.3924,0.1755,0.5503
L026,2,number_sense,NX006,5.0,0,0.2163,0.35,0.4653
L026,3,word_problem,WX004,5.0,1,0.5903,0.35,0.4493
L026,4,subtraction,SX006,6.0,0,0.3507,0.35,0.4186
L026,5,number_sense,NX002,3.0,0,0.3385,0.1755,0.5543
L026,6,number_sense,N002,7.0,0,0.1961,0.1428,0.3397
L026,7,number_sense,NX004,4.0,0,0.2753,0.138,0.4732
L026,8,number_sense,N001,3.0,0,0.3804,0.1373,0.5072
L026,9,number_sense,NX002,3.0,1,0.3699,0.1372,0.4897
L026,10,subtraction,SX003,4.0,0,0.4349,0.1755,0.4571
L026,11,subtraction,SX008,7.0,0,0.2879,0.1428,0.3016
L026,12,subtraction,S002,6.0,0,0.3884,0.138,0.3363
L026,13,subtraction,S001,4.0,0,0.4328,0.1373,0.4199
L026,14,subtraction,SX005,5.0,0,0.4166,0.1372,0.3583
L026,15,subtraction,SX008,7.0,0,0.3761,0.1372,0.2621
L026,16,subtraction,SX004,5.0,1,0.4119,0.1372,0.3388
L026,17,counting,CX002,2.0,1,0.2422,0.35,0.5068
L026,18,number_sense,NX004,4.0,0,0.4051,0.4871,0.4237
L026,19,number_sense,N001,3.0,1,0.4689,0.2134,0.4589
L026,20,subtraction,SX005,5.0,1,0.4541,0.4871,0.3792
L026,21,addition,A003,8.0,0,0.2895,0.5505,0.2667
L026,22,addition,AX008,6.0,1,0.3854,0.2368,0.344
L026,23,number_sense,NX005,4.0,0,0.455,0.6038,0.4621
L027,0,addition,A002,5.0,1,0.6128,0.35,0.4641
L027,1,word_problem,WX001,3.0,1,0.228,0.35,0.5825
L027,2,counting,C001,1.0,1,0.4648,0.35,0.6886
L027,3,word_problem,WX005,5.0,0,0.2023,0.7429,0.5077
L027,4,number_sense,NX006,5.0,0,0.0958,0.35,0.4902
L027,5,number_sense,NX010,7.0,1,0.0694,0.1755,0.3752
L027,6,subtraction,SX008,7.0,0,0.5083,0.35,0.3956
L027,7,subtraction,S001,4.0,1,0.609,0.1755,0.5315
L027,8,word_problem,WX008,7.0,0,0.1025,0.3535,0.398
L027,9,word_problem,WX010,8.0,0,0.1446,0.1763,0.3385
L027,10,word_problem,W001,6.0,0,0.187,0.1429,0.4222
L027,11,word_problem,WX002,4.0,0,0.2951,0.138,0.5077
L027,12,word_problem,WX001,3.0,1,0.3201,0.1373,0.5404
L027,13,word_problem,WX010,8.0,0,0.2109,0.4872,0.3139
L027,14,word_problem,WX009,7.0,1,0.2753,0.2134,0.3489
L027,15,number_sense,NX001,2.0,0,0.322,0.5505,0.6162
L027,16,number_sense,NX005,4.0,1,0.2072,0.2368,0.4964
L027,17,subtraction,SX007,6.0,0,0.6501,0.5505,0.4139
L027,18,subtraction,SX008,7.0,1,0.609,0.2368,0.3529
L027,19,word_problem,W001,6.0,0,0.3826,0.6038,0.4217
L027,20,word_problem,WX009,7.0,0,0.3103,0.2608,0.36
L027,21,word_problem,WX010,8.0,1,0.2881,0.1572,0.3044
L027,22,word_problem,WX005,5.0,0,0.4345,0.5216,0.4685
L027,23,word_problem,WX002,4.0,1,0.5327,0.2255,0.5027
L028,0,word_problem,WX007,6.0,1,0.5764,0.35,0.4145
L028,1,number_sense,NX004,4.0,0,0.5902,0.35,0.5346
L028,2,addition,A002,5.0,0,0.6117,0.35,0.4658
L028,3,counting,CX003,2.0,0,0.5797,0.35,0.5995
L028,4,counting,C002,2.0,0,0.5746,0.1755,0.5794
L028,5,counting,CX010,6.0,1,0.4833,0.1428,0.3623
L028,6,number_sense,NX002,3.0,1,0.653,0.1755,0.5317
L028,7,addition,A001,3.0,1,0.6658,0.1755,0.5478
L028,8,subtraction,SX009,7.0,0,0.2968,0.35,0.3655
L028,9,subtraction,SX005,5.0,0,0.4406,0.1755,0.4503
L028,10,subtraction,SX009,7.0,0,0.3238,0.1428,0.3397
L028,11,subtraction,SX006,6.0,1,0.3782,0.138,0.3752
L028,12,subtraction,SX005,5.0,1,0.4901,0.4885,0.4447
L028,13,counting,CX003,2.0,0,0.6583,0.497,0.6128
L028,14,counting,CX006,4.0,0,0.5774,0.2167,0.4928
L028,15,counting,CX006,4.0,1,0.6405,0.1494,0.4758
L028,16,counting,CX002,2.0,1,0.7392,0.5085,0.5936
L028,17,number_sense,NX008,6.0,0,0.6076,0.5505,0.4083
L028,18,number_sense,N001,3.0,0,0.6743,0.2368,0.5441
L028,19,number_sense,NX008,6.0,1,0.6161,0.1529,0.3769
L028,20,number_sense,NX002,3.0,1,0.7499,0.5144,0.5468
L028,21,addition,AX001,2.0,1,0.7838,0.5505,0.6111
L028,22,word_problem,WX009,7.0,0,0.6177,0.7429,0.3771
L028,23,word_problem,WX006,6.0,1,0.713,0.3535,0.4128
L029,0,subtraction,S003,9.0,0,0.0549,0.35,0.2789
L029,1,counting,CX007,4.0,0,0.3521,0.35,0.5048
L029,2,counting,C001,1.0,0,0.4973,0.1755,0.635
L029,3,number_sense,N002,7.0,1,0.1075,0.35,0.3224
L029,4,word_problem,WX006,6.0,0,0.447,0.35,0.3899
L029,5,counting,CX009,5.0,0,0.4091,0.1428,0.4255
L029,6,counting,CX009,5.0,1,0.3834,0.138,0.4112
L029,7,subtraction,SX006,6.0,1,0.1295,0.1755,0.3825
L029,8,word_problem,WX010,8.0,0,0.3792,0.1755,0.3107
L029,9,word_problem,W001,6.0,0,0.4774,0.1428,0.3925
L029,10,word_problem,WX005,5.0,0,0.5467,0.138,0.4281
L029,11,word_problem,W002,8.0,0,0.4606,0.1373,0.2783
L029,12,word_problem,WX002,4.0,1,0.5525,0.1372,0.4537
L029,13,addition,AX003,3.0,1,0.5884,0.35,0.5228
L029,14,word_problem,WX004,5.0,1,0.6389,0.4871,0.4389
L029,15,counting,CX002,2.0,1,0.5886,0.4885,0.6074
L029,16,subtraction,SX008,7.0,1,0.1878,0.5505,0.3736
L029,17,number_sense,NX009,6.0,1,0.2067,0.7429,0.443
L029,18,addition,AX004,4.0,1,0.6222,0.7429,0.5624
L029,19,word_problem,WX009,7.0,1,0.5529,0.8331,0.4273
L029,20,counting,CX006,4.0,0,0.567,0.8339,0.5964
L029,21,counting,CX004,3.0,0,0.5896,0.4593,0.6247
L029,22,counting,C002,2.0,0,0.6609,0.2045,0.6513
L029,23,counting,CX002,2.0,0,0.6163,0.1474,0.6306
L030,0,word_problem,WX008,7.0,1,0.558,0.35,0.3666
L030,1,addition,A001,3.0,0,0.1949,0.35,0.5858
L030,2,subtraction,S002,6.0,0,0.0536,0.35,0.4161
L030,3,word_problem,WX005,5.0,1,0.6895,0.7429,0.4514
L030,4,subtraction,SX009,7.0,0,0.05,0.1755,0.3724
L030,5,subtraction,SX009,7.0,0,0.05,0.1428,0.3604
L030,6,subtraction,SX003,4.0,0,0.1339,0.138,0.4953
L030,7,subtraction,S002,6.0,0,0.0969,0.1373,0.3799
L030,8,subtraction,SX007,6.0,0,0.1113,0.1372,0.3676
L030,9,subtraction,S001,4.0,0,0.2103,0.1372,0.4525
L030,10,subtraction,SX005,5.0,0,0.1739,0.1372,0.3883
L030,11,subtraction,SX004,5.0,0,0.1792,0.1372,0.3756
L030,12,subtraction,SX008,7.0,0,0.115,0.1372,0.2763
L030,13,subtraction,SX002,4.0,0,0.2635,0.1372,0.4021
L030,14,subtraction,S002,6.0,0,0.161,0.1372,0.2983
L030,15,subtraction,SX008,7.0,0,0.127,0.1372,0.2501
L030,16,subtraction,SX003,4.0,1,0.2381,0.1372,0.371
L030,17,addition,AX002,3.0,0,0.1635,0.1755,0.4404
L030,18,addition,A002,5.0,0,0.0785,0.1428,0.331
L030,19,addition,AX005,4.0,0,0.1575,0.138,0.3664
L030,20,addition,A002,5.0,0,0.09,0.1373,0.3101
L030,21,addition,A002,5.0,0,0.1457,0.1372,0.301
L030,22,addition,AX004,4.0,0,0.1439,0.1372,0.3356
L030,23,addition,A002,5.0,0,0.1759,0.1372,0.2828
L031,0,addition,AX002,3.0,1,0.4241,0.35,0.5644
L031,1,number_sense,NX005,4.0,0,0.2227,0.35,0.5294
L031,2,counting,CX004,3.0,1,0.7058,0.35,0.5612
L031,3,subtraction,SX007,6.0,0,0.4455,0.35,0.4261
L031,4,number_sense,NX003,3.0,0,0.2462,0.1755,0.5616
L031,5,number_sense,NX008,6.0,0,0.181,0.1428,0.3931
L031,6,number_sense,NX006,5.0,0,0.2224,0.138,0.4287
L031,7,number_sense,NX009,6.0,1,0.2486,0.1373,0.3664
L031,8,subtraction,SX003,4.0,0,0.5244,0.1755,0.4857
L031,9,subtraction,SX005,5.0,0,0.4763,0.1428,0.4193
L031,10,subtraction,SX003,4.0,0,0.5195,0.138,0.4546
L031,11,subtraction,SX005,5.0,0,0.5486,0.1373,0.3902
L031,12,subtraction,SX003,4.0,0,0.5463,0.1372,0.4258
L031,13,subtraction,SX004,5.0,0,0.5204,0.1372,0.3637
L031,14,subtraction,SX001,3.0,1,0.6186,0.1372,0.4485
L031,15,word_problem,WX009,7.0,1,0.1131,0.35,0.2816
L031,16,subtraction,SX009,7.0,0,0.5281,0.4871,0.3022
L031,17,subtraction,SX005,5.0,0,0.635,0.2134,0.3832
L031,18,subtraction,S002,6.0,0,0.6117,0.1489,0.3251
L031,19,subtraction,SX004,5.0,1,0.645,0.1388,0.3604
L031,20,number_sense,NX003,3.0,0,0.355,0.4872,0.4794
L031,21,number_sense,NX010,7.0,0,0.2395,0.2134,0.278
L031,22,number_sense,NX006,5.0,0,0.3649,0.1489,0.3566
L031,23,number_sense,NX005,4.0,0,0.3734,0.1388,0.3923
L032,0,word_problem,WX008,7.0,1,0.422,0.35,0.3666
L032,1,number_sense,NX009,6.0,1,0.2892,0.35,0.4359
L032,2,word_problem,W001,6.0,0,0.511,0.7429,0.4551
L032,3,subtraction,SX003,4.0,1,0.7133,0.35,0.5399
L032,4,counting,C002,2.0,1,0.6675,0.35,0.6517
L032,5,addition,AX006,5.0,0,0.0867,0.35,0.5176
L032,6,addition,AX001,2.0,0,0.1927,0.1755,0.6464
L032,7,addition,AX008,6.0,0,0.0741,0.1428,0.4275
L032,8,addition,AX003,3.0,0,0.2219,0.138,0.563
L032,9,addition,AX002,3.0,0,0.1853,0.1373,0.5438
L032,10,addition,A002,5.0,0,0.1586,0.1372,0.425
L032,11,addition,AX003,3.0,0,0.197,0.1372,0.5104
L032,12,addition,AX001,2.0,0,0.2587,0.1372,0.5431
L032,13,addition,A002,5.0,0,0.1571,0.1372,0.376
L032,14,addition,AX003,3.0,1,0.2074,0.1372,0.4612
L032,15,word_problem,WX010,8.0,0,0.4152,0.3535,0.2519
L032,16,word_problem,WX009,7.0,0,0.4597,0.1763,0.2846
L032,17,word_problem,WX010,8.0,1,0.4455,0.1429,0.2382
L032,18,addition,A003,8.0,0,0.1135,0.4871,0.2578
L032,19,addition,AX005,4.0,0,0.2556,0.2134,0.4287
L032,20,addition,A003,8.0,0,0.122,0.1489,0.2401
L032,21,addition,AX004,4.0,0,0.2594,0.1388,0.4062
L032,22,addition,AX001,2.0,0,0.373,0.1374,0.4918
L032,23,addition,A001,3.0,1,0.3684,0.1372,0.425
L033,0,number_sense,NX004,4.0,1,0.5663,0.35,0.5144
L033,1,addition,AX008,6.0,0,0.0915,0.35,0.4309
L033,2,addition,AX007,5.0,0,0.0986,0.1755,0.466
L033,3,counting,CX004,3.0,1,0.5696,0.35,0.5504
L033,4,number_sense,NX009,6.0,1,0.5867,0.7429,0.4158
L033,5,addition,AX007,5.0,0,0.1248,0.1428,0.4855
L033,6,addition,AX003,3.0,0,0.167,0.138,0.5691
L033,7,addition,A003,8.0,0,0.05,0.1373,0.3083
L033,8,addition,AX004,4.0,1,0.176,0.1372,0.4888
L033,9,subtraction,SX004,5.0,0,0.1149,0.35,0.4562
L033,10,subtraction,SX006,6.0,0,0.1115,0.1755,0.3917
L033,11,subtraction,S003,9.0,0,0.05,0.1428,0.25
L033,12,subtraction,S003,9.0,0,0.05,0.138,0.2436
L033,13,subtraction,SX007,6.0,0,0.0903,0.1373,0.363
L033,14,subtraction,S001,4.0,1,0.2048,0.1372,0.4478
L033,15,word_problem,WX005,5.0,1,0.6203,0.35,0.4171
L033,16,addition,AX005,4.0,0,0.2353,0.4871,0.4868
L033,17,addition,AX009,6.0,0,0.2097,0.2134,0.3722
L033,18,addition,A002,5.0,0,0.2328,0.1489,0.4078
L033,19,addition,AX001,2.0,1,0.3259,0.1388,0.5437
L033,20,subtraction,SX006,6.0,0,0.1791,0.4871,0.3618
L033,21,subtraction,SX007,6.0,0,0.2255,0.2134,0.3503
L033,22,subtraction,SX006,6.0,0,0.2169,0.1489,0.3394
L033,23,subtraction,SX002,4.0,0,0.3181,0.1388,0.4231
L034,0,subtraction,S002,6.0,0,0.4753,0.35,0.4145
L034,1,number_sense,NX003,3.0,1,0.6536,0.35,0.5503
L034,2,addition,AX003,3.0,1,0.1839,0.35,0.5656
L034,3,counting,CX002,2.0,0,0.3619,0.35,0.6284
L034,4,addition,AX009,6.0,0,0.1188,0.7429,0.4092
L034,5,counting,CX008,5.0,1,0.2613,0.1755,0.4446
L034,6,subtraction,SX001,3.0,1,0.5958,0.1755,0.564
L034,7,word_problem,WX007,6.0,0,0.3353,0.35,0.4288
L034,8,word_problem,WX004,5.0,1,0.4361,0.1755,0.4639
L034,9,addition,AX007,5.0,0,0.1364,0.3535,0.4824
L034,10,addition,AX008,6.0,1,0.1552,0.1763,0.4161
L034,11,counting,CX005,3.0,0,0.4536,0.5505,0.5857
